demand_rank,brand,model,series,diagonal_inches,operator_query,seo_frequency,seo_region_id,seo_region,seo_period,seo_devices,observed_at,source_url
"1","LG","OLED55C4RLA","OLED C4","55","""[OLED55C4RLA]""","333","225","Россия","последние 30 дней на дату сбора","все устройства","2026-07-30T17:10:19.494Z","https://wordstat.yandex.ru/"
"2","Samsung","QE55Q70DAUXRU","Q70D","55","""[QE55Q70DAUXRU]""","130","225","Россия","последние 30 дней на дату сбора","все устройства","2026-07-30T17:10:19.494Z","https://wordstat.yandex.ru/"
